4.300000000000000000e+01,1.299283200000000000e+14
6.100000000000000000e+01,5.591332800000000000e+08
8.300000000000000000e+01,5.991840000000000184e+26
8.400000000000000000e+01,3.219825600000000000e+09
8.500000000000000000e+01,2.901600000000000000e+04
8.600000000000000000e+01,3.303499679999999935e+05
8.700000000000000000e+01,1.302000000000000000e+03
8.800000000000000000e+01,5.014224000000000000e+10
8.900000000000000000e+01,6.870590640000000000e+08
9.000000000000000000e+01,4.433961600000000000e+17
9.100000000000000000e+01,1.034002368000000000e+12
9.200000000000000000e+01,1.409974560000000000e+17
9.300000000000000000e+01,6.766048800000000000e+13
9.400000000000000000e+01,2.500804800000000000e+15
9.500000000000000000e+01,2.329879680000000000e+11
9.600000000000000000e+01,4.919616000000000000e+14
9.700000000000000000e+01,4.348814400000000000e+10
9.800000000000000000e+01,2.840132160000000000e+10
9.900000000000000000e+01,4.075081920000000298e+07
1.000000000000000000e+02,8.683200000000000000e+06
1.010000000000000000e+02,4.449600000000000000e+06
1.020000000000000000e+02,1.000800000000000000e+04
1.030000000000000000e+02,3.600000000000000000e+04
1.040000000000000000e+02,4.716000000000000000e+04
1.050000000000000000e+02,2.001600000000000000e+04
1.060000000000000000e+02,6.984000000000000000e+03
1.070000000000000000e+02,5.400000000000000000e+03
1.080000000000000000e+02,3.996000000000000455e+03
1.090000000000000000e+02,1.800000000000000000e+03
1.100000000000000000e+02,2.400000000000000000e+02
1.110000000000000000e+02,6.000000000000000000e+02
1.120000000000000000e+02,2.400000000000000000e+03
1.130000000000000000e+02,1.200000000000000000e+03
1.140000000000000000e+02,7.980000000000001137e+01
1.150000000000000000e+02,6.000000000000000000e+01
1.160000000000000000e+02,1.199999999999999956e-01
1.170000000000000000e+02,5.000000000000000278e-02
1.180000000000000000e+02,5.000000000000000104e-03
