20.003	0
20.008	0
20.013	0
20.018	0
20.023	0
20.028	0
20.033	0
20.038	0
20.043	0
20.048	0
20.053	2421
20.058	2727
20.063	0
20.068	0
20.073	0
20.078	0
20.083	0
20.088	0
20.093	0
20.098	0
20.103	6981
20.108	0
20.113	0
20.118	2421
20.123	0
20.128	5148
20.133	0
20.138	0
20.143	0
20.148	0
20.153	10416
20.158	0
20.163	13336
20.168	0
20.173	0
20.178	2421
20.183	4842
20.188	2727
20.193	0
20.198	0
20.203	0
20.208	0
20.213	0
20.218	0
20.223	0
20.228	0
20.233	0
20.238	0
20.243	3032
20.248	0
20.253	3032
20.258	0
20.263	2421
20.268	0
20.274	0
20.278	0
20.284	0
20.289	0
20.293	2421
20.299	0
20.303	0
20.309	0
20.314	0
20.319	0
20.324	0
20.329	0
20.334	0
20.339	0
20.344	0
20.349	0
20.354	0
20.359	0
20.364	0
20.369	0
20.374	0
20.379	0
20.384	0
20.389	0
20.394	0
20.399	0
20.404	0
20.409	0
20.414	0
20.419	0
20.424	0
20.429	0
20.434	0
20.439	0
20.444	0
20.449	0
20.454	0
20.459	0
20.464	0
20.469	0
20.474	0
20.479	0
20.484	0
20.489	0
20.494	0
20.499	0
20.504	0
20.509	0
20.514	0
20.519	0
20.524	0
20.529	0
20.534	0
20.539	0
20.544	0
20.549	0
20.554	0
20.559	0
20.564	0
20.569	0
20.574	0
20.579	0
20.584	0
20.589	0
20.594	0
20.599	0
20.604	0
20.609	0
20.614	0
20.619	0
20.624	0
20.629	0
20.634	0
20.639	2421
20.644	0
20.649	0
20.654	0
20.659	0
20.664	0
20.669	2421
20.674	2421
20.679	0
20.684	0
20.689	0
20.694	0
20.699	0
20.704	0
20.709	0
20.714	0
20.719	6064
20.724	0
20.729	0
20.734	5148
20.739	2421
20.744	0
20.749	0
20.754	0
20.759	0
20.764	0
20.769	0
20.774	6370
20.779	0
20.784	0
20.789	2421
20.794	0
20.799	2421
20.804	2421
20.809	0
20.814	0
20.819	0
20.824	0
20.829	0
20.834	0
20.839	0
20.844	0
20.849	0
20.854	0
20.859	0
20.864	0
20.869	0
20.874	0
20.879	0
20.884	0
20.889	7897
20.894	0
20.899	8180
20.904	0
20.909	0
20.914	0
20.919	0
20.924	0
20.929	0
20.934	0
20.939	2421
20.944	0
20.949	0
20.954	6370
20.959	0
20.964	6981
20.969	0
20.974	0
20.979	0
20.984	7286
20.989	0
20.994	0
20.999	0
21.004	0
21.009	5759
21.014	0
21.019	0
21.024	0
21.029	0
21.034	0
21.039	0
21.044	0
21.049	2727
21.054	0
21.059	6064
21.064	0
21.069	0
21.074	0
21.079	0
21.084	0
21.089	0
21.094	0
21.099	2421
21.104	2421
21.109	2727
21.114	0
21.119	0
21.124	0
21.129	0
21.134	0
21.139	0
21.144	0
21.149	0
21.154	0
21.159	3338
21.164	0
21.169	0
21.174	0
21.179	0
21.184	0
21.189	0
21.194	0
21.199	0
21.204	0
21.209	0
21.214	0
21.219	0
21.224	0
21.229	0
21.234	0
21.239	0
21.244	0
21.249	0
21.254	0
21.259	2727
21.264	0
21.269	0
21.274	0
21.279	0
21.284	0
21.289	0
21.294	0
21.299	0
21.304	0
21.309	0
21.314	2421
21.319	0
21.324	0
21.329	0
21.334	0
21.339	9402
21.344	0
21.349	0
21.354	0
21.359	0
21.364	0
21.369	0
21.374	0
21.379	0
21.384	0
21.389	0
21.394	0
21.399	0
21.404	0
21.409	0
21.414	0
21.419	0
21.424	0
21.429	0
21.434	0
21.439	10528
21.444	0
21.449	0
21.454	2727
21.459	0
21.464	0
21.469	0
21.474	0
21.479	0
21.484	0
21.489	0
21.494	3032
21.499	0
21.504	0
21.509	0
21.514	0
21.519	0
21.524	0
21.529	0
21.534	0
21.539	0
21.544	0
21.549	3032
21.554	0
21.559	0
21.564	0
21.569	0
21.574	0
21.579	0
21.584	0
21.589	0
21.594	2727
21.599	0
21.604	0
21.609	0
21.614	0
21.619	0
21.624	0
